,Result,Target,PR_Interval,RR_Interval,RS_Interval
43678,N,0,0.252777778,0.175,0.161111111
43679,N,0,0.086111111,0.141666667,0.205555556
43680,N,0,0.088888889,0.141666667,0.191666667
43681,N,0,0.055555556,0.108333333,0.211111111
43682,N,0,0.1,0.141666667,0.388888889
43683,N,0,0.055555556,0.075,0.169444444
43684,N,0,0.15,0.1,0.169444444
43685,N,0,0.261111111,0.175,0.052777778
43686,N,0,0.080555556,0.175,0.266666667
43687,N,0,0.105555556,0.152777778,0.375
43688,N,0,0.069444444,0.125,0.222222222
43689,N,0,0.163888889,0.125,0.094444444
43690,N,0,0.072222222,0.122222222,0.208333333
43691,N,0,0.088888889,0.15,0.2
43692,N,0,0.052777778,0.105555556,0.247222222
43693,N,0,0.055555556,0.111111111,0.227777778
43694,N,0,0,0,4245.919444
43695,N,0,0.091666667,0.155555556,0.244444444
43696,N,0,0.080555556,0.125,0.208333333
43697,N,0,0.077777778,0.136111111,0.219444444
43698,N,0,0.088888889,0.172222222,0.375
43699,N,0,0,0,4139.802778
43700,N,0,0.113888889,0.191666667,0.352777778
43701,N,0,0.052777778,0.119444444,0.230555556
43702,N,0,0.219444444,0.141666667,-3329.694444
43703,N,0,0.083333333,0.138888889,0.222222222
43704,N,0,0.080555556,0.130555556,0.388888889
43705,N,0,0.080555556,0.144444444,0.319444444
43706,N,0,0.238888889,0.141666667,-4793.927778
43707,N,0,0.083333333,0.141666667,0.222222222
43708,N,0,0.083333333,0.125,0.322222222
43709,N,0,0.238888889,0.138888889,-3143.552778
43710,N,0,0.086111111,0.138888889,0.238888889
43711,N,0,0.077777778,0.130555556,0.252777778
43712,N,0,0.097222222,0.155555556,0.186111111
43713,N,0,0.083333333,0.136111111,0.183333333
43714,N,0,0.127777778,0.183333333,0.216666667
43715,N,0,0.266666667,0.116666667,0.163888889
43716,N,0,0.158333333,0.105555556,0.158333333
43717,N,0,0.091666667,0.1,0.152777778
43718,N,0,0.091666667,0.133333333,0.216666667
43719,j,1,0,0,3635.788889
43720,N,0,0.083333333,0.166666667,0.269444444
43721,N,0,0,0,3898
43722,N,0,0.077777778,0.122222222,0.219444444
43723,N,0,0.063888889,0.080555556,0.225
43724,N,0,0.102777778,0.147222222,0.238888889
43725,N,0,0.338888889,0.244444444,0.369444444
43726,N,0,0.080555556,0.136111111,0.241666667
43727,N,0,0.091666667,0.161111111,0.258333333
43728,N,0,0.077777778,0.127777778,0.213888889
43729,N,0,0.113888889,0.163888889,0.177777778
43730,N,0,0.088888889,0.155555556,0.266666667
43731,N,0,0.097222222,0.175,0.255555556
43732,N,0,0.080555556,0.138888889,0.255555556
43733,N,0,0.072222222,0.127777778,0.222222222
43734,N,0,0.083333333,0.141666667,0.222222222
43735,N,0,0.077777778,0.147222222,0.208333333
43736,N,0,0.086111111,0.15,0.280555556
43737,N,0,0,0,3922.563889
43738,N,0,0.047222222,0.097222222,0.202777778
43739,N,0,0.058333333,0.116666667,0.225
43740,N,0,0.216666667,0.155555556,0.205555556
43741,N,0,0.072222222,0.155555556,0.291666667
43742,N,0,0.091666667,0.194444444,0.416666667
43743,N,0,0.080555556,0.177777778,0.425
43744,N,0,0.080555556,0.161111111,0.241666667
43745,N,0,0.077777778,0.133333333,0.230555556
43746,N,0,0.083333333,0.138888889,0.225
43747,N,0,0.05,0.141666667,0.266666667
43748,N,0,0.091666667,0.136111111,0.180555556
43749,N,0,0.177777778,0.102777778,0.222222222
43750,N,0,0.088888889,0.144444444,0.222222222
43751,N,0,0.075,0.125,0.230555556
43752,N,0,0.061111111,0.111111111,0.233333333
43753,N,0,0.094444444,0.127777778,0.244444444
43754,N,0,0,0,4046.175
43755,N,0,0.075,0.102777778,0.166666667
43756,N,0,0.069444444,0.119444444,0.219444444
43757,N,0,0.094444444,0.147222222,0.325
43758,N,0,0.083333333,0.127777778,0.191666667
43759,N,0,0.077777778,0.136111111,0.216666667
43760,N,0,0.080555556,0.136111111,0.255555556
43761,N,0,0.083333333,0.163888889,0.263888889
43762,N,0,0.113888889,0.202777778,0.4
43763,N,0,0.077777778,0.097222222,0.152777778
43764,N,0,0.086111111,0.15,0.25
43765,N,0,0.088888889,0.1,0.205555556
43766,N,0,0.097222222,0.138888889,0.213888889
43767,N,0,0.205555556,0.102777778,0.225
43768,N,0,0.086111111,0.136111111,0.202777778
43769,N,0,0.077777778,0.130555556,0.225
43770,N,0,0,0,4355.233333
43771,N,0,0.211111111,0.125,0.216666667
43772,N,0,0.119444444,0.191666667,0.211111111
43773,N,0,0.188888889,0.152777778,0.163888889
43774,N,0,0.077777778,0.130555556,0.236111111
43775,N,0,0.208333333,0.166666667,0.097222222
43776,N,0,0.066666667,0.116666667,0.222222222
43777,N,0,0.075,0.125,0.219444444
43778,N,0,0.052777778,0.1,0.222222222
43779,N,0,0.075,0.125,0.194444444
43780,N,0,0.241666667,0.15,0.15
43781,N,0,0.316666667,0.227777778,0.394444444
43782,N,0,0,0,4125.358333
43783,N,0,0.086111111,0.116666667,0.175
43784,N,0,0.072222222,0.083333333,0.272222222
43785,N,0,0.075,0.130555556,0.219444444
43786,N,0,0.225,0.155555556,0.058333333
43787,N,0,0.077777778,0.130555556,0.216666667
43788,N,0,0.083333333,0.127777778,0.336111111
43789,N,0,0.1,0.138888889,0.205555556
43790,N,0,0.408333333,0.280555556,0.352777778
43791,N,0,4103.897222,4103.85,0.158333333
43792,N,0,0.097222222,0.144444444,0.177777778
43793,N,0,0.088888889,0.133333333,0.194444444
43794,N,0,0,0,4477.547222
43795,N,0,0.091666667,0.155555556,0.25
43796,N,0,0.077777778,0.119444444,0.336111111
43797,N,0,0.075,0.127777778,0.244444444
43798,N,0,0.072222222,0.158333333,0.272222222
43799,N,0,0.066666667,0.125,0.211111111
43800,N,0,0.091666667,0.155555556,0.269444444
43801,N,0,0.080555556,0.141666667,0.247222222
43802,N,0,0.091666667,0.158333333,0.291666667
43803,N,0,0.169444444,0.105555556,0.177777778
43804,N,0,0.072222222,0.127777778,0.233333333
43805,N,0,0.063888889,0.122222222,0.202777778
43806,N,0,0.108333333,0.2,0.230555556
43807,N,0,0.077777778,0.119444444,0.191666667
43808,N,0,0.430555556,0.355555556,0.305555556
43809,N,0,0.091666667,0.172222222,0.211111111
43810,N,0,0.077777778,0.125,0.2
43811,N,0,0.072222222,0.094444444,0.161111111
43812,N,0,0.258333333,0.147222222,0.241666667
43813,N,0,0.125,0.188888889,0.216666667
43814,N,0,0.05,0.063888889,0.227777778
43815,N,0,0.030555556,0.080555556,0.188888889
43816,N,0,0.088888889,0.155555556,0.263888889
43817,N,0,0.072222222,0.119444444,0.180555556
43818,N,0,0.086111111,0.147222222,0.363888889
43819,N,0,0.052777778,0.113888889,0.25
43820,N,0,0.247222222,0.144444444,-4328.572222
43821,N,0,0.061111111,0.130555556,0.213888889
43822,N,0,0.25,0.166666667,0.230555556
43823,N,0,0.091666667,0.180555556,0.219444444
43824,N,0,0.244444444,0.163888889,0.216666667
43825,N,0,0.088888889,0.152777778,0.241666667
43826,N,0,0.080555556,0.127777778,0.222222222
43827,N,0,0.077777778,0.122222222,0.230555556
43828,N,0,0.077777778,0.122222222,0.211111111
43829,N,0,0.225,0.147222222,-3495.563889
43830,N,0,0.072222222,0.130555556,0.275
43831,N,0,0.141666667,0.113888889,0.141666667
43832,N,0,0.077777778,0.138888889,0.236111111
43833,N,0,0.072222222,0.130555556,0.230555556
43834,N,0,0.075,0.088888889,0.152777778
43835,N,0,0.075,0.122222222,0.2
43836,N,0,0.088888889,0.152777778,0.244444444
43837,N,0,0.052777778,0.1,0.2
43838,N,0,0.066666667,0.136111111,0.375
43839,N,0,0.088888889,0.144444444,0.25
43840,N,0,0.086111111,0.130555556,0.188888889
43841,N,0,0.097222222,0.136111111,0.188888889
43842,N,0,0.197222222,0.113888889,0.313888889
43843,N,0,0.088888889,0.15,0.194444444
43844,N,0,0,0,3718.144444
43845,N,0,0.077777778,0.108333333,0.194444444
43846,N,0,0.080555556,0.130555556,0.213888889
43847,N,0,0.077777778,0.130555556,0.225
43848,N,0,0.077777778,0.125,0.213888889
43849,N,0,0.227777778,0.180555556,-3223.530556
43850,N,0,0.075,0.130555556,0.213888889
43851,N,0,0.066666667,0.102777778,0.252777778
43852,N,0,0,0,3553.763889
43853,N,0,0.05,0.108333333,0.211111111
43854,N,0,0.066666667,0.108333333,0.172222222
43855,N,0,0.077777778,0.130555556,-3471.672222
43856,N,0,0.091666667,0.155555556,0.261111111
43857,N,0,0.086111111,0.147222222,0.244444444
43858,N,0,0.05,0.072222222,0.361111111
43859,N,0,0.080555556,0.130555556,0.202777778
43860,N,0,0.05,0.105555556,0.219444444
43861,N,0,0.086111111,0.163888889,0.219444444
43862,N,0,0.075,0.083333333,0.147222222
43863,N,0,0.077777778,0.133333333,0.255555556
43864,N,0,0.2,0.116666667,0.238888889
43865,N,0,0.086111111,0.166666667,0.386111111
43866,N,0,0.063888889,0.127777778,0.230555556
43867,N,0,0.086111111,0.136111111,0.352777778
43868,N,0,0,0,4327.65
43869,N,0,0.25,0.161111111,0.155555556
43870,N,0,0.086111111,0.133333333,0.202777778
43871,N,0,0.080555556,0.130555556,0.213888889
43872,N,0,0.080555556,0.136111111,0.263888889
43873,N,0,0.072222222,0.125,0.305555556
43874,N,0,0.069444444,0.113888889,0.194444444
43875,N,0,0.072222222,0.130555556,0.225
43876,N,0,0.088888889,0.133333333,0.327777778
43877,N,0,0.088888889,0.147222222,0.222222222
43878,N,0,0.083333333,0.127777778,0.330555556
43879,N,0,0.088888889,0.141666667,0.236111111
43880,N,0,0.075,0.102777778,0.161111111
43881,N,0,0.080555556,0.141666667,0.211111111
43882,N,0,0.075,0.122222222,0.188888889
43883,N,0,0.083333333,0.144444444,0.25
43884,N,0,0.055555556,0.108333333,0.233333333
43885,N,0,0.194444444,0.111111111,0.202777778
43886,N,0,0.066666667,0.152777778,0.330555556
43887,N,0,0.075,0.133333333,0.202777778
43888,N,0,0,0,4440.15
43889,N,0,0.080555556,0.122222222,0.191666667
43890,N,0,0.088888889,0.133333333,0.355555556
43891,N,0,0,0,3444.075
43892,N,0,0.069444444,0.116666667,0.233333333
43893,N,0,0.088888889,0.155555556,0.197222222
43894,N,0,0.088888889,0.155555556,0.244444444
43895,N,0,0.091666667,0.158333333,0.291666667
43896,N,0,0.125,0.186111111,0.238888889
43897,N,0,0.113888889,0.180555556,0.297222222
43898,N,0,0.083333333,0.141666667,0.227777778
43899,N,0,0.119444444,0.175,0.222222222
43900,N,0,0.088888889,0.130555556,0.188888889
43901,N,0,0.191666667,0.1,0.255555556
43902,N,0,0.080555556,0.125,0.427777778
43903,N,0,0.061111111,0.116666667,0.216666667
43904,N,0,0.066666667,0.091666667,0.161111111
43905,N,0,0.097222222,0.152777778,0.466666667
43906,N,0,0.066666667,0.080555556,0.15
43907,N,0,0.075,0.166666667,0.275
43908,N,0,0.408333333,0.258333333,0.344444444
43909,N,0,0.077777778,0.122222222,0.216666667
43910,N,0,0.077777778,0.125,0.172222222
43911,N,0,0.077777778,0.122222222,0.252777778
43912,N,0,0.086111111,0.147222222,0.227777778
43913,N,0,0.083333333,0.141666667,0.2
43914,N,0,0.075,0.125,0.222222222
43915,N,0,0.119444444,0.147222222,0.238888889
43916,N,0,0.113888889,0.158333333,0.247222222
43917,N,0,0.088888889,0.152777778,0.308333333
43918,N,0,0,0,3099.966667
43919,N,0,0.086111111,0.136111111,0.222222222
43920,N,0,0.119444444,0.097222222,0.186111111
43921,N,0,0.097222222,0.177777778,0.386111111
43922,N,0,0.080555556,0.133333333,0.238888889
43923,N,0,4511.283333,4511.311111,0.388888889
43924,N,0,0.083333333,0.130555556,0.372222222
43925,N,0,0.180555556,0.138888889,0.119444444
43926,N,0,0.063888889,0.111111111,0.313888889
43927,N,0,0.072222222,0.130555556,0.288888889
43928,N,0,0.086111111,0.122222222,0.236111111
43929,N,0,0.166666667,0.130555556,0.133333333
43930,N,0,0.091666667,0.152777778,0.241666667
43931,N,0,0.080555556,0.141666667,0.238888889
43932,N,0,0.077777778,0.172222222,0.266666667
43933,N,0,0.116666667,0.166666667,0.241666667
43934,N,0,0.083333333,0.136111111,0.208333333
43935,N,0,0.261111111,0.155555556,0.152777778
43936,N,0,0.047222222,0.097222222,0.225
43937,N,0,0.161111111,0.111111111,0.158333333
43938,N,0,0.088888889,0.136111111,0.344444444
43939,N,0,0.125,0.152777778,0.172222222
43940,N,0,0.055555556,0.105555556,0.205555556
43941,N,0,0.083333333,0.138888889,0.252777778
43942,N,0,0.080555556,0.144444444,0.236111111
43943,N,0,0.147222222,0.091666667,0.236111111
43944,N,0,0,0,4745.283333
43945,N,0,0.086111111,0.130555556,0.191666667
43946,N,0,0.080555556,0.105555556,0.233333333
43947,N,0,0.105555556,0.080555556,0.191666667
43948,N,0,0.102777778,0.15,0.366666667
43949,N,0,0.083333333,0.113888889,0.169444444
43950,N,0,0.063888889,0.111111111,0.236111111
43951,N,0,0.027777778,0.058333333,0.152777778
43952,N,0,0.077777778,0.127777778,0.213888889
43953,N,0,0.091666667,0.158333333,0.305555556
43954,N,0,0.080555556,0.133333333,0.225
43955,N,0,0.075,0.130555556,0.266666667
43956,N,0,0.094444444,0.158333333,0.25
43957,N,0,0,0,3323.544444
43958,N,0,0.066666667,0.15,0.213888889
43959,N,0,0.113888889,0.163888889,0.311111111
43960,N,0,0.077777778,0.144444444,0.211111111
43961,N,0,0.094444444,0.166666667,0.208333333
43962,N,0,0.086111111,0.144444444,0.263888889
43963,N,0,0.088888889,0.130555556,0.325
43964,N,0,0.141666667,0.119444444,0.241666667
43965,N,0,0.086111111,0.136111111,0.341666667
43966,N,0,0.080555556,0.127777778,0.186111111
43967,N,0,0.091666667,0.133333333,0.197222222
43968,N,0,0.086111111,0.15,0.241666667
43969,N,0,0,0,4650.594444
43970,N,0,0.091666667,0.161111111,0.247222222
43971,N,0,0.088888889,0.136111111,0.194444444
43972,N,0,0.072222222,0.163888889,0.219444444
43973,N,0,0.063888889,0.083333333,0.211111111
43974,N,0,0.230555556,0.147222222,0.133333333
43975,N,0,0.097222222,0.172222222,0.380555556
43976,N,0,0.086111111,0.180555556,0.4
43977,N,0,0.072222222,0.108333333,0.238888889
43978,N,0,0.072222222,0.125,0.238888889
43979,N,0,0.088888889,0.158333333,0.266666667
43980,N,0,0,0,4671.991667
43981,N,0,0.244444444,0.155555556,0.15
43982,N,0,0.069444444,0.113888889,0.177777778
43983,N,0,0.083333333,0.127777778,0.202777778
43984,N,0,0.061111111,0.102777778,0.183333333
43985,N,0,0.083333333,0.158333333,0.261111111
43986,N,0,0.072222222,0.125,0.241666667
43987,N,0,0.094444444,0.158333333,0.25
43988,N,0,0.086111111,0.180555556,0.272222222
43989,N,0,0.058333333,0.122222222,0.25
43990,N,0,0.241666667,0.15,0.138888889
43991,N,0,0.094444444,0.125,0.208333333
43992,N,0,0.125,0.158333333,0.236111111
43993,N,0,0.061111111,0.113888889,0.2
43994,N,0,0.088888889,0.155555556,0.305555556
43995,N,0,0.080555556,0.133333333,0.255555556
43996,N,0,0,0,3838.375
43997,N,0,0.086111111,0.130555556,0.325
43998,N,0,0.247222222,0.211111111,0.086111111
43999,N,0,0.069444444,0.119444444,0.219444444
44000,N,0,0.058333333,0.111111111,0.202777778
44001,N,0,0.077777778,0.133333333,0.308333333
44002,N,0,0.075,0.127777778,0.205555556
44003,N,0,0.208333333,0.141666667,-3092.338889
44004,N,0,0.105555556,0.186111111,0.397222222
44005,N,0,0.263888889,0.15,0.061111111
44006,N,0,0,0,3217.844444
44007,N,0,0.077777778,0.133333333,0.263888889
44008,N,0,0.075,0.119444444,0.205555556
44009,N,0,0.088888889,0.155555556,0.283333333
44010,N,0,0.086111111,0.111111111,0.258333333
44011,N,0,0.097222222,0.125,0.213888889
44012,N,0,0.316666667,0.244444444,0.408333333
44013,N,0,0.075,0.122222222,0.219444444
44014,N,0,0.080555556,0.125,0.327777778
44015,N,0,0.105555556,0.166666667,0.238888889
44016,N,0,0.058333333,0.116666667,0.211111111
44017,N,0,0.102777778,0.177777778,0.411111111
44018,N,0,0.088888889,0.15,0.438888889
44019,N,0,0.080555556,0.133333333,0.25
44020,N,0,0.083333333,0.138888889,0.213888889
44021,N,0,0.077777778,0.163888889,0.266666667
44022,N,0,0.077777778,0.105555556,0.158333333
44023,N,0,0.211111111,0.127777778,0.236111111
44024,N,0,0.077777778,0.136111111,0.263888889
44025,N,0,0.086111111,0.136111111,0.375
44026,N,0,0.238888889,0.161111111,0.158333333
44027,N,0,0.077777778,0.144444444,0.213888889
44028,N,0,0.077777778,0.172222222,0.269444444
44029,N,0,0.080555556,0.138888889,0.216666667
44030,N,0,0.097222222,0.138888889,0.319444444
44031,N,0,0,0,4662.158333
44032,N,0,0.061111111,0.122222222,0.208333333
44033,N,0,0.086111111,0.130555556,0.211111111
44034,N,0,0.15,0.108333333,0.133333333
44035,N,0,0.088888889,0.1,0.136111111
44036,N,0,0.077777778,0.136111111,0.258333333
44037,N,0,0.088888889,0.152777778,0.269444444
44038,N,0,0.088888889,0.15,0.25
44039,N,0,0.058333333,0.113888889,0.219444444
44040,N,0,0.061111111,0.111111111,0.208333333
44041,N,0,0.069444444,0.122222222,0.241666667
44042,N,0,0.072222222,0.116666667,0.188888889
44043,N,0,0.233333333,0.138888889,0.219444444
44044,N,0,0.077777778,0.119444444,0.222222222
44045,N,0,0.094444444,0.144444444,0.352777778
44046,N,0,0.088888889,0.116666667,0.172222222
44047,N,0,0.083333333,0.172222222,0.269444444
44048,N,0,0.075,0.141666667,0.241666667
44049,N,0,0.077777778,0.130555556,0.186111111
44050,N,0,0.080555556,0.147222222,0.311111111
44051,N,0,0.077777778,0.130555556,0.2
44052,N,0,0.091666667,0.138888889,0.202777778
44053,N,0,0.105555556,0.138888889,0.216666667
44054,N,0,0.202777778,0.133333333,0.122222222
44055,N,0,0.094444444,0.180555556,0.416666667
44056,N,0,0.086111111,0.141666667,0.263888889
44057,N,0,0.238888889,0.163888889,0.052777778
44058,N,0,0.066666667,0.119444444,0.288888889
44059,N,0,0.080555556,0.133333333,0.194444444
44060,N,0,0.097222222,0.155555556,0.238888889
44061,N,0,0.083333333,0.144444444,0.208333333
44062,N,0,0.091666667,0.152777778,0.25
44063,N,0,0.077777778,0.122222222,0.336111111
44064,N,0,0.094444444,0.144444444,0.216666667
44065,N,0,0.075,0.108333333,0.166666667
44066,N,0,0.097222222,0.141666667,0.222222222
44067,N,0,0.083333333,0.144444444,0.197222222
44068,N,0,0.086111111,0.130555556,0.330555556
44069,N,0,0.077777778,0.102777778,0.158333333
44070,N,0,0.236111111,0.127777778,0.225
44071,N,0,0.077777778,0.094444444,0.161111111
44072,N,0,0.077777778,0.138888889,0.208333333
44073,N,0,0.077777778,0.127777778,0.238888889
44074,N,0,0.066666667,0.122222222,0.216666667
44075,N,0,0.080555556,0.127777778,0.216666667
44076,N,0,0.083333333,0.138888889,0.263888889
44077,N,0,0.091666667,0.163888889,0.263888889
44078,N,0,0.083333333,0.125,0.35
44079,N,0,0.088888889,0.155555556,0.255555556
44080,N,0,0.086111111,0.136111111,0.336111111
44081,N,0,0.055555556,0.116666667,0.230555556
44082,N,0,0.116666667,0.188888889,0.302777778
44083,N,0,0,0,4362.844444
44084,N,0,0.083333333,0.15,0.2
44085,N,0,0,0,4034.236111
44086,N,0,0.222222222,0.166666667,-3505.352778
44087,N,0,0.083333333,0.097222222,0.288888889
44088,N,0,0.105555556,0.158333333,0.180555556
44089,N,0,0.1,0.144444444,0.347222222
44090,N,0,0.086111111,0.147222222,0.483333333
44091,N,0,0.091666667,0.161111111,0.261111111
44092,N,0,0.091666667,0.152777778,0.236111111
44093,N,0,0.075,0.130555556,0.247222222
44094,N,0,0.083333333,0.147222222,0.280555556
44095,N,0,0.072222222,0.127777778,0.227777778
44096,N,0,0.222222222,0.130555556,0.236111111
44097,N,0,0.058333333,0.138888889,0.244444444
44098,N,0,0.075,0.130555556,0.225
44099,N,0,0.086111111,0.130555556,0.197222222
44100,N,0,0.105555556,0.155555556,0.380555556
44101,N,0,0.075,0.169444444,0.236111111
44102,N,0,0.088888889,0.166666667,0.297222222
44103,N,0,0.083333333,0.138888889,0.2
44104,N,0,0.158333333,0.077777778,0.202777778
44105,N,0,0.055555556,0.111111111,0.225
44106,N,0,0.075,0.125,0.211111111
44107,N,0,0.086111111,0.116666667,0.247222222
44108,N,0,0.169444444,0.119444444,0.183333333
44109,N,0,0.094444444,0.161111111,0.252777778
44110,N,0,0.077777778,0.130555556,0.219444444
44111,N,0,0.075,0.125,0.225
44112,N,0,0.097222222,0.166666667,0.244444444
44113,N,0,0.080555556,0.141666667,0.194444444
44114,N,0,0.097222222,0.130555556,0.211111111
44115,N,0,0.083333333,0.125,0.341666667
44116,N,0,0.083333333,0.136111111,0.244444444
44117,N,0,0.083333333,0.127777778,0.213888889
44118,N,0,0,0,4000.527778
44119,N,0,0.222222222,0.175,-4535.197222
44120,N,0,0.075,0.127777778,0.233333333
44121,N,0,0.225,0.147222222,-3375.230556
44122,N,0,0.241666667,0.194444444,-3653.263889
44123,N,0,0.275,0.141666667,0.063888889
44124,N,0,0.219444444,0.155555556,0.213888889
44125,N,0,0.086111111,0.125,0.316666667
44126,N,0,0.075,0.147222222,0.227777778
44127,N,0,0.102777778,0.133333333,0.397222222
44128,N,0,0.080555556,0.122222222,0.225
44129,N,0,0.077777778,0.136111111,0.272222222
44130,N,0,0.077777778,0.163888889,0.261111111
44131,N,0,0,0,3151.138889
44132,N,0,0.077777778,0.144444444,0.236111111
44133,N,0,0.083333333,0.158333333,0.361111111
44134,N,0,0.075,0.130555556,0.219444444
44135,N,0,0,0,4410.625
44136,N,0,0.077777778,0.091666667,0.155555556
44137,N,0,0.075,0.116666667,0.225
44138,N,0,0.097222222,0.125,0.236111111
44139,N,0,0,0,3668.955556
44140,N,0,0.105555556,0.2,0.227777778
44141,N,0,0.088888889,0.155555556,0.297222222
44142,N,0,0.086111111,0.15,0.241666667
44143,N,0,0.069444444,0.147222222,0.247222222
44144,N,0,0,0,3947.152778
44145,N,0,0.058333333,0.111111111,0.225
44146,N,0,0.191666667,0.119444444,0.175
44147,N,0,0.091666667,0.141666667,0.222222222
44148,N,0,0.233333333,0.141666667,-4763.097222
44149,N,0,0.061111111,0.088888889,0.161111111
44150,N,0,0.083333333,0.169444444,0.272222222
44151,N,0,0.088888889,0.175,0.236111111
44152,N,0,0.152777778,0.127777778,0.194444444
44153,N,0,0.080555556,0.125,0.322222222
44154,N,0,0.052777778,0.108333333,0.241666667
44155,N,0,0.080555556,0.138888889,0.277777778
44156,N,0,0.086111111,0.147222222,0.197222222
44157,N,0,0.086111111,0.15,0.236111111
44158,N,0,0.080555556,0.144444444,0.2
44159,N,0,0.138888889,0.197222222,0.308333333
44160,N,0,0.091666667,0.155555556,0.197222222
44161,N,0,0.1,0.141666667,0.188888889
44162,N,0,0.052777778,0.102777778,0.202777778
44163,N,0,0.091666667,0.15,0.291666667
44164,N,0,0.069444444,0.130555556,0.202777778
44165,N,0,0.077777778,0.127777778,0.244444444
44166,N,0,0.080555556,0.138888889,0.319444444
44167,N,0,0.083333333,0.127777778,0.336111111
44168,N,0,0.088888889,0.133333333,0.327777778
44169,N,0,0.088888889,0.152777778,0.311111111
44170,N,0,0.075,0.130555556,0.233333333
44171,N,0,0.25,0.133333333,0.058333333
44172,N,0,0.113888889,0.161111111,0.377777778
44173,N,0,0,0,3311.511111
44174,N,0,0.072222222,0.097222222,0.155555556
44175,N,0,0.111111111,0.147222222,0.208333333
44176,N,0,0.088888889,0.166666667,0.391666667
44177,N,0,0.086111111,0.130555556,0.333333333
44178,N,0,0.086111111,0.116666667,0.2
44179,N,0,0.083333333,0.130555556,0.225
44180,N,0,0.080555556,0.141666667,0.202777778
44181,N,0,0.088888889,0.133333333,0.330555556
44182,N,0,0.086111111,0.105555556,0.177777778
44183,N,0,0,0,3740.913889
44184,N,0,0.086111111,0.130555556,0.336111111
44185,N,0,0.063888889,0.125,0.222222222
44186,N,0,0.094444444,0.152777778,0.247222222
44187,N,0,0.094444444,0.136111111,0.222222222
44188,N,0,0.113888889,0.136111111,0.202777778
44189,N,0,0.125,0.161111111,0.372222222
44190,N,0,0.091666667,0.155555556,0.25
44191,N,0,0.052777778,0.122222222,0.230555556
44192,N,0,0.061111111,0.086111111,0.241666667
44193,N,0,0.086111111,0.15,0.247222222
44194,N,0,0,0,3089.983333
44195,N,0,0,0,3103.280556
44196,N,0,0.247222222,0.186111111,-3142.613889
44197,N,0,0.088888889,0.15,0.247222222
44198,N,0,0.080555556,0.136111111,0.191666667
44199,N,0,0.047222222,0.069444444,0.225
44200,N,0,0.072222222,0.130555556,0.225
44201,N,0,0.080555556,0.133333333,0.236111111
44202,N,0,0.072222222,0.133333333,0.236111111
44203,N,0,0,0,3394.322222
44204,N,0,0.080555556,0.108333333,0.244444444
44205,N,0,0.069444444,0.122222222,0.241666667
44206,N,0,0.075,0.127777778,0.236111111
44207,N,0,0.205555556,0.15,0.425
44208,N,0,0.083333333,0.113888889,0.163888889
44209,N,0,0.080555556,0.163888889,0.263888889
44210,N,0,0.069444444,0.122222222,0.202777778
44211,N,0,0.077777778,0.127777778,0.202777778
44212,N,0,0.075,0.133333333,0.205555556
44213,N,0,0,0,4626.586111
44214,N,0,0.258333333,0.183333333,0.222222222
44215,N,0,0.072222222,0.130555556,0.222222222
44216,N,0,0.077777778,0.119444444,0.227777778
44217,N,0,0.252777778,0.141666667,0.186111111
44218,N,0,0.077777778,0.133333333,0.208333333
44219,N,0,0.069444444,0.116666667,0.230555556
44220,N,0,0.069444444,0.161111111,0.225
44221,N,0,0.133333333,0.180555556,0.216666667
44222,N,0,0.091666667,0.161111111,0.297222222
44223,N,0,0.080555556,0.133333333,0.252777778
44224,N,0,0.094444444,0.186111111,0.255555556
44225,N,0,0.063888889,0.122222222,0.238888889
44226,N,0,0.147222222,0.063888889,0.213888889
44227,N,0,0.094444444,0.136111111,0.188888889
44228,N,0,0.075,0.136111111,0.222222222
44229,N,0,0.094444444,0.144444444,0.230555556
44230,N,0,0.230555556,0.152777778,0.05
44231,N,0,0.086111111,0.111111111,0.175
44232,N,0,0.094444444,0.158333333,0.311111111
44233,N,0,0.086111111,0.15,0.244444444
44234,N,0,0.058333333,0.102777778,0.197222222
44235,N,0,0.086111111,0.175,0.225
44236,N,0,0.05,0.119444444,0.247222222
44237,N,0,0.083333333,0.144444444,0.361111111
44238,N,0,0.072222222,0.102777778,0.230555556
44239,N,0,0.088888889,0.161111111,0.269444444
44240,N,0,0.083333333,0.175,0.416666667
44241,N,0,0.052777778,0.105555556,0.225
44242,N,0,0.075,0.130555556,0.238888889
44243,N,0,0.222222222,0.136111111,-3125.444444
44244,j,1,0,0,3835.538889
44245,N,0,0.077777778,0.105555556,0.158333333
44246,N,0,0.069444444,0.136111111,0.208333333
44247,N,0,0.080555556,0.141666667,0.191666667
44248,N,0,0.077777778,0.122222222,0.233333333
44249,N,0,0.091666667,0.133333333,0.194444444
44250,N,0,0.233333333,0.152777778,0.044444444
44251,N,0,0.236111111,0.166666667,0.055555556
44252,N,0,0.063888889,0.105555556,0.225
44253,N,0,0.241666667,0.152777778,0.138888889
44254,N,0,0.083333333,0.136111111,0.252777778
44255,N,0,0.091666667,0.152777778,0.3
44256,N,0,0.147222222,0.1,0.286111111
44257,N,0,0.075,0.122222222,0.233333333
44258,N,0,0.055555556,0.102777778,0.197222222
44259,N,0,0.072222222,0.1,0.161111111
44260,N,0,0.091666667,0.15,0.222222222
44261,N,0,0.072222222,0.122222222,0.230555556
44262,N,0,0.094444444,0.141666667,0.347222222
44263,N,0,0.080555556,0.138888889,0.222222222
