,Time,Sample#,Result
2069,27:28.297,593387,N
2070,27:29.119,593683,N
2071,27:29.972,593990,N
2072,27:30.778,594280,N
2073,27:31.564,594563,N
2074,27:32.375,594855,N
2075,27:33.131,595127,N
2076,27:33.894,595402,N
2077,27:34.694,595690,N
2078,27:35.533,595992,N
2079,27:36.328,596278,N
2080,27:37.178,596584,N
2081,27:37.997,596879,N
2082,27:38.711,597136,N
2083,27:39.450,597402,N
2084,27:40.194,597670,N
2085,27:40.903,597925,N
2086,27:41.628,598186,N
2087,27:42.383,598458,N
2088,27:43.092,598713,N
2089,27:43.803,598969,N
2090,27:44.506,599222,N
2091,27:45.189,599468,N
2092,27:45.842,599703,N
2093,27:46.533,599952,N
2094,27:47.261,600214,N
2095,27:48.008,600483,N
2096,27:48.719,600739,N
2097,27:49.475,601011,N
2098,27:50.203,601273,N
2099,27:50.936,601537,N
2100,27:51.664,601799,N
2101,27:52.400,602064,N
2102,27:53.139,602330,N
2103,27:53.917,602610,N
2104,27:54.703,602893,N
2105,27:55.497,603179,N
2106,27:56.264,603455,N
2107,27:57.006,603722,N
2108,27:57.747,603989,N
2109,27:58.547,604277,N
2110,27:59.344,604564,N
2111,28:00.122,604844,N
2112,28:00.967,605148,N
2113,28:01.831,605459,N
2114,28:02.603,605737,N
2115,28:03.356,606008,N
2116,28:04.147,606293,N
2117,28:04.964,606587,N
2118,28:05.778,606880,N
2119,28:06.606,607178,N
2120,28:07.431,607475,N
2121,28:08.239,607766,N
2122,28:09.008,608043,N
2123,28:09.747,608309,N
2124,28:10.489,608576,N
2125,28:11.258,608853,N
2126,28:12.044,609136,N
2127,28:12.847,609425,N
2128,28:13.653,609715,N
2129,28:14.408,609987,N
2130,28:15.172,610262,N
2131,28:15.956,610544,N
2132,28:16.731,610823,N
2133,28:17.522,611108,N
2134,28:18.331,611399,N
2135,28:19.153,611695,N
2136,28:19.961,611986,N
2137,28:20.731,612263,N
2138,28:21.497,612539,N
2139,28:22.275,612819,N
2140,28:23.078,613108,N
2141,28:23.886,613399,N
2142,28:24.703,613693,N
2143,28:25.508,613983,N
2144,28:26.275,614259,N
2145,28:27.053,614539,N
2146,28:27.822,614816,N
2147,28:28.581,615089,N
2148,28:29.361,615370,N
2149,28:30.211,615676,N
2150,28:31.022,615968,N
2151,28:31.806,616250,N
2152,28:32.572,616526,N
2153,28:33.342,616803,N
2154,28:34.128,617086,N
2155,28:34.906,617366,N
2156,28:35.708,617655,N
2157,28:36.525,617949,N
2158,28:37.356,618248,N
2159,28:38.133,618528,N
2160,28:38.900,618804,N
2161,28:39.669,619081,N
2162,28:40.450,619362,N
2163,28:41.258,619653,N
2164,28:42.086,619951,N
2165,28:42.914,620249,N
2166,28:43.725,620541,N
2167,28:44.517,620826,N
2168,28:45.283,621102,N
2169,28:46.053,621379,N
2170,28:46.836,621661,N
2171,28:47.622,621944,N
2172,28:48.464,622247,N
2173,28:49.281,622541,N
2174,28:50.064,622823,N
2175,28:50.803,623089,N
2176,28:51.575,623367,N
2177,28:52.328,623638,N
2178,28:53.103,623917,N
2179,28:53.864,624191,N
2180,28:54.672,624482,N
2181,28:55.458,624765,N
2182,28:56.244,625048,N
2183,28:56.969,625309,N
2184,28:57.719,625579,N
2185,28:58.481,625853,N
2186,28:59.272,626138,N
2187,29:00.075,626427,N
2188,29:00.875,626715,N
2189,29:01.667,627000,N
2190,29:02.447,627281,N
2191,29:03.208,627555,N
2192,29:03.964,627827,N
2193,29:04.731,628103,N
2194,29:05.531,628391,N
2195,29:06.356,628688,N
2196,29:07.169,628981,N
2197,29:07.697,629171,A
2198,29:08.594,629494,N
2199,29:09.336,629761,N
2200,29:10.075,630027,N
2201,29:10.803,630289,N
2202,29:11.558,630561,N
2203,29:12.322,630836,N
2204,29:13.083,631110,N
2205,29:13.825,631377,N
2206,29:14.544,631636,N
2207,29:15.272,631898,N
2208,29:15.989,632156,N
2209,29:16.706,632414,N
2210,29:17.467,632688,N
2211,29:18.217,632958,N
2212,29:18.969,633229,N
2213,29:19.717,633498,N
2214,29:20.467,633768,N
2215,29:21.189,634028,N
2216,29:21.897,634283,N
2217,29:22.625,634545,N
2218,29:23.406,634826,N
2219,29:24.186,635107,N
2220,29:24.983,635394,N
2221,29:25.789,635684,N
2222,29:26.572,635966,N
2223,29:27.328,636238,N
2224,29:28.111,636520,N
2225,29:28.919,636811,N
2226,29:29.736,637105,N
2227,29:30.553,637399,N
2228,29:31.400,637704,N
2229,29:32.214,637997,N
2230,29:33.006,638282,N
2231,29:33.778,638560,N
2232,29:34.572,638846,N
2233,29:35.389,639140,N
2234,29:36.239,639446,N
2235,29:37.067,639744,N
2236,29:37.886,640039,N
2237,29:38.692,640329,N
2238,29:39.486,640615,N
2239,29:40.278,640900,N
2240,29:41.050,641178,N
2241,29:41.886,641479,N
2242,29:42.714,641777,N
2243,29:43.514,642065,N
2244,29:44.269,642337,N
2245,29:45.039,642614,N
2246,29:45.797,642887,N
2247,29:46.567,643164,N
2248,29:47.331,643439,N
2249,29:48.114,643721,N
2250,29:48.903,644005,N
2251,29:49.683,644286,N
2252,29:50.408,644547,N
2253,29:51.131,644807,N
2254,29:51.842,645063,N
2255,29:52.556,645320,N
2256,29:53.281,645581,N
2257,29:54.064,645863,N
2258,29:54.811,646132,N
2259,29:55.536,646393,N
2260,29:56.272,646658,N
2261,29:56.989,646916,N
2262,29:57.689,647168,N
2263,29:58.372,647414,N
2264,29:59.089,647672,N
2265,29:59.817,647934,N
2266,30:00.564,648203,N
2267,30:01.325,648477,N
2268,30:02.036,648733,N
2269,30:02.717,648978,N
2270,30:03.422,649232,N
2271,30:04.122,649484,N
2272,30:04.817,649734,N
2273,30:05.531,649991,N
